collection,sub_title,title,price,sku,description,url,images,review_count,avg_rating,sub_collection
Fishing,Spinning Reels,Okuma Longbow XT Baitfeeder Spinning Reel | LBXT-665 |,4750.0,,"Description:-
Okuma Longbow XT Baitfeeder spinning reels feature on/off auto trip bait feeding system allows anglers to disengage their spinning reel spool and allow their bait to run freely. The precision elliptical gearing system creates less friction during casting for increased distance, greater accuracy, and longer line life, as well as smoother, much uniform drag pressures. Equip with LCS line control spool makes casting smoother. The reel is suitable for carp fishing and dispatched with an extra graphite spool.
Features

On/Off auto trip bait feeding system
Multi-disc, oiled felt drag system
5+1BB bearing drive system for smoothness
Multi-stop anti-reverse system
Corrosion-resistant graphite body
Precision Elliptical Gearing system
Machined aluminum anodized spool
RESII: Computer balanced Rotor Equalizing System
Metal line clip
Spare graphite spool
LCS line control spool




Specification










Model
Bearings
Gear Ratio
Line Retrieve
Weight
 Max Drag


LBXT-665
5+1
4.8:1
97cm
586g
11kg






",https://cabraloutdoors.com/collections/spinning-reels/products/okuma-longbow-xt-baitfeeder-spinning-reel-lbxt-665,['https://cabraloutdoors.com/cdn/shop/files/ZMANDarterZ10XToughELAZTECH6inch5pcspk-2025-06-11T170535.694.png?v=1749642103&width=1024'],0,0.0,Reels
Fishing,Spinning Reels,Okuma CDX-65 Coronado Baitfeeder Spinning Reel,7200.0,42295479828598,"Description:-
Okuma Coronado CDX Baitfeeder spinning reels feature on/off auto trip bait feeding system allows anglers to disengage their spinning reel spool and allow their bait to run freely. The precision dual force drag system and carbonite drag washers maximize high-end drag pressure, efficiency and overall smoothness. Slow Oscillation System can improve line lay. The reel is ideal for saltwater fishing.
Features

On/Off auto trip bait feeding system
DFD: Precision Dual Force Drag system
Carbonite drag washers on Dual Force Drag
Heavy duty, brass DFD and spool shaft stabilizer
4HPB+1RB corrosion resistant stainless steel bearings
Quick-Set ant-reverse bearing allows for zero back play in handle
CRC: Corrosion-Resistant Coasting process
Machined aluminum, screw in handle system
Slow oscillation system for improved line lay




Specification










Model
Bearings
Gear Ratio
Line Retrieve
Weight
 Max Drag


CDX65
4+1
4.9:1
106cm
822g
15kg






",https://cabraloutdoors.com/collections/spinning-reels/products/okuma-cdx-65-coronado-baitfeeder-spinning-reel,['https://cabraloutdoors.com/cdn/shop/files/ZMANDarterZ10XToughELAZTECH6inch5pcspk-2025-06-11T164010.057.png?v=1749640543&width=1024'],0,0.0,Reels
Fishing,Spinning Reels,Okuma Acuador 6000 Spinning Reel,3250.0,42295471702134,"Description:-
The newly redesigned Acuador Spinning Reels have been rebuilt head to toe. Now featuring Japanese oiled felt drag washers and a 3BB+1RB stainless steel drive system, they are tough. With the metal handle and machined aluminum, 2-tone anodized spool with LCS lip, you will have long casts with a smooth retrieve.
Features

Multi-disc, Japanese oiled felt drag washers
3BB+1RB stainless steel bearings
Quick-Set anti-reverse bearing
Precision machine cut brass pinion gear
Corrosion resistant frame, sideplate and rotor
CFR: Cyclonic Flow Rotor technology
Rigid metal handle design for strength
Machined aluminum, 2-tone anodized spool with LCS lip
RESII: Computer balanced Rotor Equalizing System




Specification










Model
Bearings
Gear Ratio
Line Retrieve
Weight
 Max Drag


ACU-6000A
3+1
4.5:1
85cm
456g
14kg






",https://cabraloutdoors.com/collections/spinning-reels/products/okuma-acuador-6000-spinning-reel,['https://cabraloutdoors.com/cdn/shop/files/ZMANDarterZ10XToughELAZTECH6inch5pcspk-2025-06-11T161752.086.png?v=1749638932&width=1024'],0,0.0,Reels
Fishing,Spinning Reels,Okuma Safina SW-X SNW-4000A-6000A Spinning Reel,3550.0,42293766094966,"Description:-
The Safina SW-X is Okuma’s saltwater-ready spinning reel, tailored for both shore and boat anglers—especially those starting out in sea fishing. It boasts a rugged, corrosion-resistant graphite body, combining durability with lightweight handling
Features

Corrosion-resistant graphite body
CFR : Cyclonic Flow Rotor
4 + 1 stainless steel bearings
Flite Drive system increases gear stability and smoothness
Quick-Set infinite anti-reverse system
Machine cut brass pinion gear
RESII : Computer balanced Rotor Equalizing System
Multi-disc, Japanese oiled felt drag washers
EVA round knob for size 3000/4000; TPE ergo knob for
size 6000 and up
Precision elliptical oscillation
2 tones aluminum spool







Specification









Model
Gear ratio
Bearings
Weight(g)
Line retrieve(cm)
Max Drag Force(kg)
Mono line capacity(Diameter In mm.)



   SNW-     4000A

  5.0:1
    4+1
   303g
     79cm
      8kg

0.25/260,0.30/180,0.35/135



SNW-6000A
4.5:1
4+1
446g
81cm
15kg
0.30/275, 0.35/200, 0.40/155






",https://cabraloutdoors.com/collections/spinning-reels/products/okuma-safina-sw-x-snw-4000a-6000a-spinning-reel,['https://cabraloutdoors.com/cdn/shop/files/ZMANDarterZ10XToughELAZTECH6inch5pcspk-2025-06-11T144452.665.png?v=1749633455&width=1024'],0,0.0,Reels
Fishing,Spinning Reels,Penn Battle® IV 4000DX-6000DX Spinning Reel,10190.0,BTLIV5000DX,"



The Penn Battle IV DX Spinning Reels are built tougher than ever, featuring Penn's advanced Hydro Armor sealing system, ensuring critical components are protected from the most severe conditions. Designed for superior power, they include brass main gears and a proven HT-100 carbon fiber drag system. Thier Full Metal Body construction guarantees robust performance, capable of withstanding the relentless force of large fish. With oversized EVA handle knobs, the Battle IV DX Reels facilitate maximum power transfer, making it easier to reel in trophy catches.Equipped with CNC Gear Technology and a brass main and pinion gear setup, the Battle IV DX Reels deliver smooth, reliable operation under demanding conditions. The Hydro Armor system seals crucial areas to prevent water intrusion, while HT-100 carbon fiber drag washers ensure consistent drag performance. A 6+1 sealed stainless steel ball bearing system enhances smoothness, while Line Capacity Rings and a Superline Spool streamline spooling and eliminate the need for backing. The Full Metal Body and sideplate construction provide durability and strength, making it ideal for fishing adventures.Features CNC Gear Technology Hydro Armor system seals critical areas from water intrusion HT-100 carbon fiber drag washers for smooth, reliable performance 6+1 sealed stainless steel ball bearing system ensures smooth operation Line Capacity Rings for quick reference during spooling Superline Spool eliminates the need for backing Full Metal Body and sideplate provide durability and strength
 
Features:-

CNC Brass Main and Pinion Gear
Hydro Armor System - Seals Critical Areas From Water Intrusion
HT-100 Carbon Fiber Drag Washers
6+1 Sealed Stainless Steel Ball Bearing System
Line Capacity Rings
Superline Spool
Full Metal Body and Sideplate
EVA Knob




Specification:



 Model
BTLIV4000DX
BTLIV5000DX
BTLIV6000DX


Gear Ratio
6.2:1
5.6:1
5.6:1


 Max Drag
15lb | 6.8kg
25lb | 11.3kg
25lb | 11.3kg


Ball Bearings
6+1
6+1
6+1


Line Capacity (m/MM)

8/270
10/22012/165


12/22515/20020/135


15/33520/23025/210



Weight
360g
533g
581g











",https://cabraloutdoors.com/collections/spinning-reels/products/penn-battle%C2%AE-iv-4000dx-6000dx-spinning-reel,['https://cabraloutdoors.com/cdn/shop/files/399.png?v=1744266507&width=1024'],0,0.0,Reels
Fishing,Spinning Reels,Penn Battle® IV 4000-10000 Spinning Reel,9375.0,42148220403830,"

The PENN® Battle® IV is stronger and more durable than ever before. The Battle® IV features our Hydro Armor sealing system that protects critical components no matter how harsh the conditions. The Battle®IV combines our proprietary CNC Gear™ Technology, proven HT-100™ carbon fiber drag system, and a Full Metal Body to deliver a reel built to withstand the force of big fish. Ranging in size from 1000 to 10000, the Battle IV series has a model for every angler.
FEATURES:-



CNC Gear Technology
Hydro Armor system seals critical areas from water intrusion
HT-100 carbon fiber drag washers
5+1 sealed stainless steel ball bearing system
Line Capacity Rings
Superline Spool
Full Metal Body and sideplate



Specification:



 Model
BATTLE IV4000
BATTLE IV5000
BATTLE IV6000


Gear Ratio
6.2:1
5.6:1
5.6:1


 Max Drag
15.0lb | 6.8kg
25.0lb | 11.3kg
25.0lb | 11.3kg


Ball Bearings
5+1
5+1
5+1


Mono Capacity (m/MM)
245/0.28 200/0.31 150/0.36
205/0.36 185/0.38 125/0.46
305/0.38 210/0.46 190/0.48


Braid Capacity (M/MM)
330/0.25 240/0.29 170/0.36
385/0.29 275/0.36 220/0.38
450/0.36 355/0.38 305/0.41


Weight
352g
534g
589g


Line Retrieve  Per Crank (in)
37in I 94cm
36in I 91cm
41in I 104cm



 



  Model
BATTLE IV 8000
BATTLE IV 10000


Gear Ratio
4.7:1
4.2:1


 Max Drag
29.0lb | 13.6kg
40.0lb | 18.1kg


Ball Bearings
5+1
5+1


Mono Capacity (M/MM)
310/0.46 285/0.48 210/0.56
360/0.56 300/0.61 210/0.71


Braid Capacity (M/MM)
435/0.41 355/0.46 315/0.48
705/0.41 640/0.46 450/0.48


Weight
786g
1101g


Line Retrieve  Per Crank (in)
38in I 97cm
43in I 109cm











",https://cabraloutdoors.com/collections/spinning-reels/products/penn-battle%C2%AE-iv-4000-10000-spinning-reel,['https://cabraloutdoors.com/cdn/shop/files/390.png?v=1744262688&width=1024'],0,0.0,Reels
Fishing,Spinning Reels,Penn Battle® IV 4000-6000  High-Speed Spinning Reel,9930.0,42148196155510,"

The PENN® Battle® IV is stronger and more durable than ever before. The Battle® IV features our Hydro Armor sealing system that protects critical components no matter how harsh the conditions. The Battle®IV combines our proprietary CNC Gear™ Technology, proven HT-100™ carbon fiber drag system, and a Full Metal Body to deliver a reel built to withstand the force of big fish. Ranging in size from 1000 to 10000, the Battle IV series has a model for every angler.
FEATURES:-



CNC Gear Technology
Hydro Armor system seals critical areas from water intrusion
HT-100 carbon fiber drag washers
5+1 sealed stainless steel ball bearing system
Line Capacity Rings
Superline Spool
Full Metal Body and sideplate



Specification:



 Model
BTLIV4000HS
BTLIV6000HS


Gear Ratio
7.0:1
6.2:1


 Max Drag
15lb
25lb


Ball Bearings
5+1
5+1


Mono Capacity (m/MM)
 305/8 250/10 185/12 
365/15 250/20 230/25


Braid Capacity (M/LB)
410/15 295/20 210/30
 535/30 425/40 365/50 


Weight
12.8oz/362g
20.8 oz / 589g


Line Retrieve  Per Crank (in)
43in / 109cm
47in / 119cm











",https://cabraloutdoors.com/collections/spinning-reels/products/penn-battle%C2%AE-iv-4000-6000-high-speed-spinning-reel,['https://cabraloutdoors.com/cdn/shop/files/380.png?v=1744260341&width=1024'],0,0.0,Reels
Fishing,Spinning Reels,Okuma Azaki 40 Spinning Reel,1780.0,42137459458166,"Okuma Azaki spinning reels feature Okuma's latest body design, present fashion, technology and strength. Azaki not only focus on functions but also the appearance. The reel equips with CFR(Cyclonic Flow Rotor Technology). Azaki is a reel for general purpose and the best choice for the beginners.
Features

Corrosion-resistant graphite body
CFR : Cyclonic Flow Rotor
1 ball bearing + 1 roller bearing
Quick-Set infinite anti-reverse system
Machine cut brass pinion
Aluminum spool
RES II : Computer balanced Rotor Equalizing System
Design graphite handle
ABS handle knob

Multi-disc, Japanese oiled felt drag washers






Specification










Model
Gear ratio
Bearings
Weight(g)
Line retrieve(cm)
Max Drag Force(kg)
Mono line capacity(Diameter In mm.)


OSR-AZAKI40
5.0:1
1BB+1RB
242g
85cm
8kg
0.25/260                0.3/180                   0.35/130






",https://cabraloutdoors.com/collections/spinning-reels/products/okuma-azaki-40-spinning-reel,['https://cabraloutdoors.com/cdn/shop/files/378.png?v=1743846670&width=1024'],0,0.0,Reels
Fishing,Spinning Reels,Terry Kyron FD4000 Spinning Reel,930.0,,"Terry Kyron FD4000 Spinning Reel


1 ball bearing
Infinite anti-reverse
Machined and anodized aluminium spool
Coiled bail spring
Gear Ratio 4.9:1
Line Capacity mm/m 0.28/280, 0.30/240, 0.32/210
Corrosion Resistant Graphite body
6kg Drag





Specification:




Model
FD4000



Ball Bearing

1


Gear Ratio
4.9:1


Max Drag
6kg


Line Capacity (mm/m)
0.28/280, 0.30/240, 0.32/210


Weight
250g



 ",https://cabraloutdoors.com/collections/spinning-reels/products/terry-kyron-fd4000-spinning-reel,['https://cabraloutdoors.com/cdn/shop/files/294.png?v=1742296133&width=1024'],0,0.0,Reels
Fishing,Spinning Reels,Terry Black Bird FD4000 Spinning Reel,1200.0,,"Terry Black Bird FD4000 Spinning Reel



3+1 Precision ball bearing
Infinite anti-reverse
Machined and anodized aluminium spool
Coil Bail Spring
Gear ratio 4.9:1
Line capacity mm/m 0.28/280, 0.30/240, 0.32/210
Corrosion Resistant graphite Body
Drag 6kg - CNC handle





Specification:




Model
FD4000



Ball Bearing

3+1


Gear Ratio
4.9:1


Max Drag
6kg


Line Capacity (mm/m)
0.28/280, 0.30/240, 0.32/210


Weight
290g



 ",https://cabraloutdoors.com/collections/spinning-reels/products/terry-black-bird-fd4000-spinning-reel,['https://cabraloutdoors.com/cdn/shop/files/291_5670967c-ba51-46f3-a79d-82c9f062f44d.png?v=1742359448&width=1024'],1,5.0,Reels
